UEI,Start_Date,End_Date,Duration(Days),Main Cause,Location,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source
UEI-EM-DAT-FL-2000-0004,8/23/2000,8/31/2000,8,Flash flood,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2000-0005,9/18/2000,10/21/2000,33,Riverine flood,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2000-0006,10/19/2000,10/19/2000,0,NA,North 24 Parganas district (West Bengal province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0001,6/5/2001,6/22/2001,17,Riverine flood,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0002,7/8/2001,7/10/2001,2,Riverine flood,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0003,/06/2001,/06/2001,Diffing the dates,NA,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0004,7/4/2001,7/16/2001,12,Riverine flood,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0005,/08/2001,/08/2001,Diffing the dates,Riverine flood,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0006,/08/2001,/08/2001,Diffing the dates,NA,Delhi province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0007,8/20/2001,8/20/2001,0,NA,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0008,/09/2001,/09/2001,Diffing the dates,Flash flood,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2001-0009,9/7/2001,9/24/2001,17,NA,"Saran, Gopalganj districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2002-0001,6/21/2002,8/28/2002,68,Riverine flood,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2002-0002,8/11/2002,8/13/2002,2,Riverine flood,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2002-0003,8/20/2002,8/20/2002,0,Riverine flood,Balaghat district (Madhya Pradesh province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2002-0004,9/3/2002,9/6/2002,3,Riverine flood,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2002-0005,10/10/2002,10/16/2002,6,Riverine flood,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2002-0006,10/1/2002,10/1/2002,0,NA,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2003-0001,6/11/2003,10/10/2003,121,Riverine flood,"Assam, Bihar, Tripura, West Bengal provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2003-0002,7/15/2003,9/1/2003,48,Riverine flood,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2003-0003,8/27/2003,10/20/2003,54,Riverine flood,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2003-0004,7/16/2003,7/16/2003,0,Flash flood,Kullu district (Himachal Pradesh province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2003-0005,8/7/2003,8/7/2003,0,Flash flood,"Solang village (Kullu district, Himachal Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2003-0006,9/10/2003,9/10/2003,0,Riverine flood,Uttar Pradesh province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2004-0001,4/10/2004,4/14/2004,4,Riverine flood,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2004-0002,6/20/2004,/08/2004,Diffing the dates,Riverine flood,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2004-0003,6/9/2004,6/11/2004,2,Riverine flood,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2004-0004,9/20/2004,9/22/2004,2,Flash flood,"Uttar Pradesh, Himachal Pradesh provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2004-0005,10/7/2004,10/18/2004,11,Flash flood,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2004-0006,8/1/2004,9/8/2004,38,Riverine flood,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0001,5/27/2005,5/27/2005,0,Riverine flood,Mokokchung district (Nagaland province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0002,6/28/2005,7/15/2005,17,Riverine flood,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0003,7/9/2005,7/9/2005,0,Riverine flood,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0004,6/26/2005,6/29/2005,3,Riverine flood,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0005,7/7/2005,7/28/2005,21,Riverine flood,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0006,7/2/2005,7/15/2005,13,Riverine flood,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0007,7/10/2005,7/10/2005,0,Riverine flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0008,7/24/2005,8/5/2005,12,Riverine flood,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0009,8/26/2005,8/28/2005,2,Flash flood,Azamgarh district (Uttar Pradesh province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0010,7/23/2005,8/16/2005,24,Riverine flood,"Karnataka, Andhra Pradesh provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0011,9/16/2005,9/19/2005,3,Riverine flood,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0012,9/14/2005,9/20/2005,6,Riverine flood,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0013,10/21/2005,10/24/2005,3,Riverine flood,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0014,9/22/2005,10/11/2005,19,Riverine flood,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0015,10/23/2005,11/13/2005,21,Riverine flood,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0016,12/2/2005,12/3/2005,1,Riverine flood,Tamil Nadu province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2005-0017,7/5/2005,8/14/2005,40,Riverine flood,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0001,4/15/2006,4/18/2006,3,Flash flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",NA,17.43,82.81,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0002,5/31/2006,7/24/2006,54,Riverine flood,"Assam, Tripura provinces",NA,26.6,94.02,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0003,5/25/2006,6/2/2006,8,Riverine flood,Kerala province,NA,10.54,76.05,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0004,5/31/2006,6/4/2006,4,Riverine flood,"Maharashtra, Gujarat provinces",NA,18.73,75.23,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0005,6/24/2006,6/27/2006,3,Riverine flood,"Ballia, Chandauli districts (Uttar Pradesh province)",NA,25.62,83.67,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0006,7/4/2006,7/7/2006,3,Riverine flood,"Navsari, The Dangs districts (Gujarat)",NA,22.41,71.31,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0007,7/3/2006,7/8/2006,5,Riverine flood,"Gajapati, Rayagada districts (Orissa province)",NA,19.17,83.65,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0008,7/24/2006,8/22/2006,29,Riverine flood,Jammu and Kashmir provinces,NA,34.61,73.2,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0009,7/28/2006,9/12/2006,46,Riverine flood,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",NA,20.19,73.82,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0010,/08/2006,/08/2006,Diffing the dates,Riverine flood,Gujarat province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0011,8/18/2006,9/2/2006,15,Riverine flood,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0012,8/31/2006,9/11/2006,11,Flash flood,Jammu and Kashmir provinces,NA,32.89,73.88,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0013,8/29/2006,9/4/2006,6,Riverine flood,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",NA,27.59,81.52,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0014,10/26/2006,11/4/2006,9,Riverine flood,"Tamil Nadu, Andhra Pradesh provinces",NA,14.13,79.93,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0015,8/1/2006,9/10/2006,40,Riverine flood,"Orissa, Andhra Pradesh, Chhattisgarh provinces",NA,18.1,81.53,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0016,3/9/2006,3/10/2006,1,Riverine flood,"Madhya Pradesh, Maharashtra, Rajasthan provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2006-0017,10/1/2006,10/1/2006,0,Flash flood,Madhya Pradesh province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0001,6/18/2007,6/26/2007,8,Riverine flood,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",NA,26.26,94.02,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0002,7/1/2007,7/13/2007,12,Riverine flood,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",NA,22.02,72.25,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0003,7/1/2007,7/6/2007,5,Riverine flood,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",NA,21.03,77.52,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0004,6/30/2007,7/13/2007,13,Riverine flood,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",NA,20.05,81.86,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0005,6/22/2007,7/4/2007,12,Flash flood,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",NA,14.94,78.16,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0006,7/21/2007,8/3/2007,13,Riverine flood,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",NA,23.92,91.23,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0007,7/3/2007,9/22/2007,81,Riverine flood,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",NA,22.63,88.49,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0008,8/12/2007,8/17/2007,5,Riverine flood,Himachal Pradesh province,NA,31.24,76.53,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0009,8/8/2007,8/15/2007,7,Riverine flood,Gujarat province,NA,22.68,70.93,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0010,9/22/2007,10/3/2007,11,Coastal flood,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",NA,20.91,86.4,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0011,9/16/2007,10/7/2007,21,Riverine flood,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",NA,15.71,79.88,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0012,10/27/2007,11/1/2007,5,Riverine flood,"Andhra Pradesh, Tamil Nadu province",NA,12.73,79.7,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0013,8/3/2007,8/27/2007,24,Riverine flood,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",NA,20.45,86.2,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0014,7/12/2007,10/10/2007,90,Riverine flood,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",NA,27.58,95.26,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0015,7/16/2007,7/20/2007,4,Riverine flood,Kerala province,NA,10.39,76.31,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2007-0016,2/11/2007,2/16/2007,5,NA,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0001,3/20/2008,3/28/2008,8,NA,"Tamil Nadu, Karnataka provinces",NA,10.76,78.72,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0002,6/11/2008,7/21/2008,40,Flash flood,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",NA,25.18,91.54,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0003,7/5/2008,7/14/2008,9,Riverine flood,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0004,9/5/2008,9/11/2008,6,Riverine flood,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",NA,16.65,81.38,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0005,9/14/2008,9/21/2008,7,Riverine flood,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0006,8/30/2008,9/8/2008,9,Riverine flood,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",NA,22.044,94.55,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0007,11/27/2008,12/4/2008,7,Flash flood,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2008-0008,7/20/2008,8/8/2008,19,Riverine flood,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",NA,27.5,89.79,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2009-0001,7/29/2009,7/29/2009,0,Flash flood,Delhi province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2009-0002,/07/2009,/09/2009,Diffing the dates,Riverine flood,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2009-0003,9/25/2009,10/12/2009,17,Riverine flood,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",NA,15.71,78.23,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2009-0004,10/9/2009,10/9/2009,0,Riverine flood,Jainta Hills district (Meghalaya province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2009-0005,11/3/2009,11/8/2009,5,Riverine flood,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",NA,11.47,77.85,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2009-0006,8/26/2009,8/28/2009,2,Riverine flood,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2010-0001,7/5/2010,7/15/2010,10,Riverine flood,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",NA,30.18,74.77,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
UEI-EM-DAT-FL-2010-0002,5/18/2010,5/24/2010,6,Riverine flood,Andhra Pradesh province,NA,15.22,79.48,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT
